product_name,keyword,url,money_score,demand_score,competition_score,pain_score,total_score,explanation
Unknown,google docs ai writer,https://chromewebstore.google.com/detail/contentbot-ai-writer/ehliocfmgnkdcgigclppnodpgkiodfco,0.0,3.7782236267660965,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 3.78, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google docs ai writer,https://chromewebstore.google.com/detail/voila-%E2%80%93-ai-assistant-copi/cakobppopkpmmglabcdcklncbckjpkcl,0.0,4.903095415639038,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 4.90, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google docs ai writer,https://chromewebstore.google.com/detail/ai-chrome-extension-power/fedmdabgnkfghjplejeilojikdaopkpm,0.0,4.000043427276863,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 4.00, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google docs ai writer,https://chromewebstore.google.com/detail/merlin-ask-ai-to-research/camppjleccjaphfdbohjdohecfnoikec,0.0,6.0000004342942646,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 6.00, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google docs ai writer,https://chromewebstore.google.com/detail/sider-chat-with-all-ai-gp/difoiogjjojoaoomphldepapgpbgkhkb,0.0,6.698970091194907,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 6.70, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google docs ai writer,https://chromewebstore.google.com/detail/toneclone-ai-writer-in-yo/kcfldodgicipgcjbocfknpaloplfhmda,0.0,1.041392685158225,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 1.04, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google docs ai writer,https://chromewebstore.google.com/detail/free-ai-essay-generator-a/lnpeflilbcimmlbenlpphfbpmocmjpgk,0.0,3.477265995424853,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 3.48, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google docs ai writer,https://chromewebstore.google.com/detail/ai-detector-and-human-wri/kdngfaamkbbkdbemejnlkmjfpmndjdmb,0.0,4.301051709845226,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 4.30, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google docs ai writer,https://chromewebstore.google.com/detail/google-meet-transcripts-a/cjakihmakleeghohchkmkalfoikdnadc,0.0,4.000043427276863,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 4.00, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google docs ai writer,https://chromewebstore.google.com/detail/ai-writing-assistant/efmdldmmhkakilebgiecmcafhojapill,0.0,2.307496037913213,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 2.31, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google docs ai writer free,https://chromewebstore.google.com/detail/ghost-writer-free/dkafampgighkehgckgbodlidipmjmppf,0.0,2.3096301674258988,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 2.31, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google docs ai writer free,https://chromewebstore.google.com/detail/ai-chatbot/npphdmcakmfhllhblkealgkeefamebih,0.0,5.000004342923105,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 5.00, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google docs ai writer free,https://chromewebstore.google.com/detail/shakespeare-ai-toolbar-ai/olikhkphnfenjcgliidepgflkfdmondi,0.0,3.000434077479319,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 3.00, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google ai document writer,https://chromewebstore.google.com/detail/gptzero-ai-detection-writ/kgobeoibakoahbfnlficpmibdbkdchap,0.0,5.60206107706281,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 5.60, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google ai document writer,https://chromewebstore.google.com/detail/deepl-translate-and-write/cofdbpoegempjloogbagkncekinflcnj,0.0,6.6020600999015695,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 6.60, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google ai document writer,https://chromewebstore.google.com/detail/quillbot-ai-writing-and-g/iidnbdjijdkbmajdffnidomddglmieko,0.0,6.698970091194907,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 6.70, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google ai document writer,https://chromewebstore.google.com/detail/ai-letter-generator/hgnjolbjpjmhepcbjgeeallnamkjnfgi,0.0,2.1271047983648077,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 2.13, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google ai document writer,https://chromewebstore.google.com/detail/dueyai-humanizer-auto-typ/ilamopeagajnekeaogejpdmffneankjf,0.0,4.477135730961123,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 4.48, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google ai document writer,https://chromewebstore.google.com/detail/undetectable-ai-human-aut/jldjlnajbbkbmebhgfpcgghpbfpfakni,0.0,4.000043427276863,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 4.00, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google document ai example,https://chromewebstore.google.com/detail/ai-google-form-builder/kjglafdhoohlhlicoklkgjffiedneeem,0.0,4.602070848554296,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 4.60, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google document ai example,https://chromewebstore.google.com/detail/scribe-ai-documentation-s/okfkdaglfjjjfefdcppliegebpoegaii,0.0,6.0000004342942646,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 6.00, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google document ai example,https://chromewebstore.google.com/detail/formgoatai-%E2%80%93-ai-autofill/bfppichejcckhekcedhhlnjeahlnbkao,0.0,2.5514499979728753,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 2.55, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google document ai example,https://chromewebstore.google.com/detail/briefly-ai-meeting-summar/bjmgcelbpkgmofiogkmleblcmecflldk,0.0,3.602168551378997,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 3.60, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google document ai example,https://chromewebstore.google.com/detail/formix-ai/hhpgihahikeplfhhclckonipbdbdcgmo,0.0,2.204119982655925,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 2.20, Competition Penalty: 1.00, Pain Signals: 0.00"
Unknown,google document ai example,https://chromewebstore.google.com/detail/snapgrade-ai-visual-docum/kmefklainnkibhgnbmhngcoakihialni,0.0,1.255272505103306,1.0,0.0,0.0,"Money Indicators: 0.00, Demand Signals: 1.26, Competition Penalty: 1.00, Pain Signals: 0.00"
